"codigo","designacao","codigo_pai","nivel","linha_anexo","extensao_reservada","conta_generica_proibida","codigo_duplicado","pai_em_falta","estado_validacao","estado_fonte","decisao_implementacao"
"29.6.1","RESERVED_PGC_EXTENSION","29.6","3","175","true","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31","Clientes","","1","177","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.1","Clientes — correntes","31","2","178","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.1.1","Grupo","31.1","3","179","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.1.1.1","Subsidiárias","31.1.1","4","180","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.1.1.2","Associadas","31.1.1","4","181","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.1.2","Não grupo","31.1","3","182","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.1.2.1","Nacionais","31.1.2","4","183","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.1.2.2","Estrangeiros","31.1.2","4","184","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.2","Clientes — títulos a receber","31","2","185","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.2.1","Grupo","31.2","3","186","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.2.1.1","Subsidiárias","31.2.1","4","187","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.2.1.2","Associadas","31.2.1","4","188","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.2.2","Não grupo","31.2","3","189","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.2.2.1","Nacionais","31.2.2","4","190","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.2.2.2","Estrangeiros","31.2.2","4","191","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.3","Clientes — títulos descontados","31","2","192","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.3.1","Grupo","31.3","3","193","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.3.1.1","Subsidiárias","31.3.1","4","194","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.3.1.2","Associadas","31.3.1","4","195","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.3.2","Não grupo","31.3","3","196","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.3.2.1","Nacionais","31.3.2","4","197","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.3.2.2","Estrangeiros","31.3.2","4","198","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.8","Clientes de cobrança duvidosa","31","2","199","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.8.1","Clientes — correntes","31.8","3","200","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.8.2","Clientes — títulos","31.8","3","201","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.9","Clientes — saldos credores","31","2","202","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.9.1","Adiantamentos","31.9","3","203","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.9.2","Embalagens a devolver","31.9","3","204","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"31.9.3","Material à consignação","31.9","3","205","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32","Fornecedores","","1","206","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.1","Fornecedores — correntes","32","2","207","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.1.1","Grupo","32.1","3","208","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.1.1.1","Subsidiárias","32.1.1","4","209","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.1.1.2","Associadas","32.1.1","4","210","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.1.2","Não grupo","32.1","3","211","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.1.2.1","Nacionais","32.1.2","4","212","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.1.2.2","Estrangeiros","32.1.2","4","213","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.2","Fornecedores — títulos a pagar","32","2","214","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.2.1","Grupo","32.2","3","215","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.2.1.1","Subsidiárias","32.2.1","4","216","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.2.1.2","Associadas","32.2.1","4","217","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.2.2","Não grupo","32.2","3","218","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.2.2.1","Nacionais","32.2.2","4","219","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.2.2.2","Estrangeiros","32.2.2","4","220","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.8","Fornecedores — facturas em recepção e conferência","32","2","221","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.8.1","RESERVED_PGC_EXTENSION","32.8","3","222","true","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.9","Fornecedores — saldos devedores","32","2","223","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.9.1","Adiantamentos","32.9","3","224","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.9.2","Embalagens a devolver","32.9","3","225","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"32.9.3","Material à consignação","32.9","3","226","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33","Empréstimos","","1","227","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.1","Empréstimos bancários","33","2","228","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.1.1","Moeda nacional","33.1","3","229","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.1.1.1","Banco","33.1.1","4","230","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.1.2","Moeda estrangeira","33.1","3","231","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.1.2.1","Banco","33.1.2","4","232","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.2","Empréstimos por obrigações","33","2","233","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.2.1","Convertíveis","33.2","3","234","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.2.1.1","Entidade","33.2.1","4","235","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.2.2","Não convertíveis","33.2","3","236","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.2.2.1","Entidade","33.2.2","4","237","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.3","Empréstimos por títulos de participação","33","2","238","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.3.1","Entidade","33.3","3","239","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.9","Outros empréstimos obtidos","33","2","240","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"33.9.1","Entidade","33.9","3","241","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34","ESTADO","","1","242","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34.1","Imposto sobre os lucros","34","2","244","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34.2","Imposto de produção e consumo","34","2","245","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34.3","Imposto de rendimento de trabalho","34","2","246","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34.4","Imposto de circulação","34","2","247","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34.5","IVA","34","2","248","false","false","true","false","REQUIRES_HUMAN_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34.6","Certificado de Crédito Fiscal a Compensar","34","2","249","false","false","true","false","REQUIRES_HUMAN_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34.8","Subsídios a preços","34","2","250","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34.9","Outros impostos","34","2","251","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34.5","IVA","34","2","252","false","false","true","false","REQUIRES_HUMAN_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34.6","CERTIFICADO DE CRÉDITO FISCAL A COMPENSAR","34","2","255","false","false","true","false","REQUIRES_HUMAN_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"34.6.1","RESERVED_PGC_EXTENSION","34.6","3","256","true","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35","ENTIDADES PARTICIPANTES E PARTICIPADAS","","1","257","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1","Entidades participantes","35","2","258","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.1","Estado","35.1","3","259","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.1.1","C/subscrição","35.1.1","4","261","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.1.2","C/adiantamentos sobre lucros","35.1.1","4","262","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.1.3","C/lucros","35.1.1","4","263","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.1.4","Empréstimos","35.1.1","4","264","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.2","Empresas do grupo — subsidiárias","35.1","3","265","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.2.1","C/subscrição","35.1.2","4","268","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.2.2","C/adiantamentos sobre lucros","35.1.2","4","269","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.2.3","C/lucros","35.1.2","4","270","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.2.4","Empréstimos","35.1.2","4","271","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.3","Empresas do grupo — associadas","35.1","3","272","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.3.1","C/subscrição","35.1.3","4","275","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.3.2","C/adiantamentos sobre lucros","35.1.3","4","276","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.3.3","C/lucros","35.1.3","4","277","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.3.4","Empréstimos","35.1.3","4","278","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.4","Outros","35.1","3","279","false","true","false","false","REQUIRES_HUMAN_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.4.1","C/subscrição","35.1.4","4","282","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.4.2","C/adiantamentos sobre lucros","35.1.4","4","283","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.4.3","C/lucros","35.1.4","4","284","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.1.4.4","Empréstimos","35.1.4","4","285","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2","Entidades participadas","35","2","286","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.1","Estado","35.2","3","287","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.1.1","C/subscrição","35.2.1","4","289","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.1.2","C/adiantamentos sobre lucros","35.2.1","4","290","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.1.3","C/lucros","35.2.1","4","291","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.1.4","Empréstimos","35.2.1","4","292","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.2","Empresas do grupo — subsidiárias","35.2","3","293","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.2.1","C/subscrição","35.2.2","4","296","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.2.2","C/adiantamentos sobre lucros","35.2.2","4","297","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.2.3","C/lucros","35.2.2","4","298","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.2.4","Empréstimos","35.2.2","4","299","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.3","Empresas do grupo — associadas","35.2","3","300","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.3.1","C/subscrição","35.2.3","4","303","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.3.2","C/adiantamentos sobre lucros","35.2.3","4","304","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.3.3","C/lucros","35.2.3","4","305","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.3.4","Empréstimos","35.2.3","4","306","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.4","Outros","35.2","3","307","false","true","false","false","REQUIRES_HUMAN_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.4.1","C/subscrição","35.2.4","4","310","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.4.2","C/adiantamentos sobre lucros","35.2.4","4","311","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.4.3","C/lucros","35.2.4","4","312","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"35.2.4.4","Empréstimos","35.2.4","4","313","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"36","PESSOAL","","1","314","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"36.1","Pessoal — remunerações","36","2","315","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"36.1.1","Órgãos sociais","36.1","3","317","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"36.1.1.1","RESERVED_PGC_EXTENSION","36.1.1","4","318","true","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"36.1.2","Empregados","36.1","3","319","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"36.1.2.1","RESERVED_PGC_EXTENSION","36.1.2","4","320","true","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"36.2","Pessoal — participação nos resultados","36","2","321","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"36.2.1","Órgãos sociais","36.2","3","324","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"36.2.1.1","RESERVED_PGC_EXTENSION","36.2.1","4","325","true","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
"36.2.2","Empregados","36.2","3","326","false","false","false","false","NEEDS_NORMATIVE_VALIDATION","REQUIRES_PRIMARY_SOURCE_CONFIRMATION","STAGING_ONLY_NOT_ACTIVATED"
